,N2O,CO2,DO,NH_4,NO3,Qair_meas
2012-08-09 13:13:00,5.27684,37836.3,4.403935,0.0,3.755787,4376.519
2012-08-09 13:14:00,5.22374,38107.5,4.2505784,0.0,3.298611,2143.446
2012-08-09 13:15:00,5.26333,38458.1,4.007523,0.0,3.298611,2732.3494
2012-08-09 13:16:00,5.40013,38647.3,3.6429398,0.0,3.298611,3123.77
2012-08-09 13:17:00,5.34403,38864.5,3.0121527,0.0,3.298611,3342.52
2012-08-09 13:18:00,5.23447,39023.4,2.7314813,0.0,3.298611,3517.7227
2012-08-09 13:19:00,5.20347,39091.8,2.7777777,0.0,3.0902777,3631.655
2012-08-09 13:20:00,5.23149,39160.5,2.9340277,0.0,3.0902777,3709.6353
2012-08-09 13:21:00,5.2265,39132.9,3.0439813,0.0,3.0902777,3770.3992
2012-08-09 13:22:00,5.32321,39120.1,3.0729165,0.0,3.0902777,3850.9114
2012-08-09 13:23:00,5.26696,38498.4,3.1278934,0.0,3.0902777,3868.1277
2012-08-09 13:24:00,5.2447,36468.8,3.125,0.0,3.3680553,3876.7358
2012-08-09 13:25:00,4.83161,34585.1,3.0873842,0.0,3.3680553,3974.4646
2012-08-09 13:26:00,4.80253,35389.4,2.896412,0.0,3.3680553,4013.4546
2012-08-09 13:27:00,4.89134,35580.4,2.8067129,0.0,3.3680553,4011.4292
2012-08-09 13:28:00,5.10363,36940.5,2.7025461,0.0,3.3680553,4060.5466
2012-08-09 13:29:00,5.20522,37380.4,2.6388888,0.0,3.454861,4075.2312
2012-08-09 13:30:00,5.37048,37633.0,2.6880786,0.0,3.454861,4068.142
2012-08-09 13:31:00,5.50188,38106.3,2.7604165,0.0,3.454861,4045.3557
2012-08-09 13:32:00,5.40732,37703.7,2.7922454,0.0,3.454861,4035.2285
2012-08-09 13:33:00,5.31186,37724.2,2.847222,0.0,3.454861,4066.623
2012-08-09 13:34:00,5.43407,38436.6,2.8414352,0.0,3.7442129,4071.1804
2012-08-09 13:35:00,5.47232,38466.7,2.8009257,0.0,3.7442129,4057.5085
2012-08-09 13:36:00,5.46808,38782.2,2.7604165,0.0,3.7442129,4036.2412
2012-08-09 13:37:00,5.45083,38654.1,2.7025461,0.0,3.7442129,4029.6584
2012-08-09 13:38:00,5.34108,37448.0,2.6359954,0.0,3.7442129,4065.6104
2012-08-09 13:39:00,5.22491,35965.6,2.6215277,0.0,3.7037036,4096.4985
2012-08-09 13:40:00,5.2423,36542.4,2.6070602,0.0,3.70081,4074.2185
2012-08-09 13:41:00,5.33604,37295.0,2.6446757,0.0,3.6979165,4098.524
2012-08-09 13:42:00,5.30656,37081.0,2.6649306,0.0,3.7037036,4147.1353
2012-08-09 13:43:00,5.3309,37197.8,2.6938655,0.0,3.6197915,4104.6006
2012-08-09 13:44:00,5.41935,37227.0,2.7228007,0.0,3.5358796,4147.6416
2012-08-09 13:45:00,5.36629,37565.2,2.6649306,0.0,3.5358796,4154.224
2012-08-09 13:46:00,5.35923,38026.8,2.6967592,0.0,3.5358796,4188.151
2012-08-09 13:47:00,5.23184,35569.2,2.6504629,0.0,3.5358796,4225.1157
2012-08-09 13:48:00,5.0304,34525.3,2.6388888,0.0,3.5358796,4191.6953
2012-08-09 13:49:00,4.97222,35303.4,2.6504629,0.0,3.2175925,4219.5454
2012-08-09 13:50:00,5.29721,36691.7,2.6302083,0.0,3.2175925,4263.599
2012-08-09 13:51:00,5.34371,37722.4,2.7228007,0.0,3.2175925,4239.294
2012-08-09 13:52:00,5.38513,37926.0,2.721354,0.0,3.2175925,4261.5737
2012-08-09 13:53:00,5.35561,37507.0,2.7199073,0.0,3.2175925,4276.005
2012-08-09 13:54:00,5.21842,36763.2,2.7488425,0.0,3.298611,4290.4365
2012-08-09 13:55:00,5.11221,35271.7,2.7777777,0.0,3.298611,4288.411
2012-08-09 13:56:00,5.10286,35644.9,2.7083333,0.0,3.298611,4265.1187
2012-08-09 13:57:00,4.882,34053.1,2.7314813,0.0,3.298611,4271.195
2012-08-09 13:58:00,5.03442,35507.0,2.7112267,0.0,3.298611,4270.6885
2012-08-09 13:59:00,5.09421,36067.8,2.7488425,0.0,3.6574073,4277.271
2012-08-09 14:00:00,5.18203,36847.6,2.7054398,0.0,3.6574073,4290.4365
2012-08-09 14:01:00,5.19566,37220.7,2.7199073,0.0,3.6574073,4283.854
2012-08-09 14:02:00,5.33741,37656.1,2.7604165,0.0,3.6574073,4332.465
2012-08-09 14:03:00,5.39114,37782.2,2.7748842,0.0,3.6574073,4312.717
2012-08-09 14:04:00,5.26817,37395.0,2.7662036,0.0,3.9699073,4331.452
2012-08-09 14:05:00,5.19296,38071.2,2.7806711,0.0,3.9699073,4351.2007
2012-08-09 14:06:00,5.31845,37934.1,2.7546296,0.0,3.9699073,4355.758
2012-08-09 14:07:00,5.23949,38113.7,2.7372684,0.0,3.9699073,4355.2515
2012-08-09 14:08:00,5.13128,37204.5,2.7662036,0.0,3.9699073,4391.71
2012-08-09 14:09:00,5.00098,35829.5,2.8211806,0.0,4.091435,4343.605
2012-08-09 14:10:00,4.88085,35312.2,2.835648,0.0,4.091435,4378.038
2012-08-09 14:11:00,4.92806,35082.2,2.8414352,0.0,4.091435,4350.6943
2012-08-09 14:12:00,4.90279,35774.1,2.847222,0.0,4.091435,4371.455
2012-08-09 14:13:00,4.97768,36297.9,2.8385415,0.0,4.091435,4303.0957
2012-08-09 14:14:00,5.00076,36869.4,2.847222,0.0,4.131944,4309.6787
2012-08-09 14:15:00,4.98381,36711.8,2.8096063,0.0,4.131944,4325.8823
2012-08-09 14:16:00,4.97871,36341.8,2.7604165,0.0,4.131944,4283.3477
2012-08-09 14:17:00,5.00252,36172.7,2.751736,0.0,4.131944,4300.564
2012-08-09 14:18:00,4.99142,36185.9,2.7922454,0.0,4.131944,4203.848
2012-08-09 14:19:00,4.90846,36403.5,2.824074,0.0,3.9930553,4250.9404
2012-08-09 14:20:00,4.95816,37162.7,2.740162,0.0,3.9959488,4296.513
2012-08-09 14:21:00,5.04806,37409.5,2.7806711,0.0,3.9988425,4239.294
2012-08-09 14:22:00,5.06007,36712.8,2.7662036,0.0,3.9930553,4246.889
2012-08-09 14:23:00,5.03824,36953.9,2.7922454,0.0,3.9988425,4229.1665
2012-08-09 14:24:00,5.01605,37813.5,2.7777777,0.0,4.21875,4122.8296
2012-08-09 14:25:00,5.04301,37889.2,2.7662036,0.0,4.21875,4131.9443
2012-08-09 14:26:00,5.1164,38384.4,2.734375,0.0,4.21875,4109.1577
2012-08-09 14:27:00,5.05471,38641.8,2.690972,0.0,4.21875,4079.7886
2012-08-09 14:28:00,5.11772,38915.2,2.7228007,0.0,4.21875,4053.4575
2012-08-09 14:29:00,5.07265,39195.0,2.7170138,0.0,4.5949073,4015.4802
2012-08-09 14:30:00,5.08722,39176.7,2.6938655,0.0,4.5978007,4010.4165
2012-08-09 14:31:00,5.13249,39072.8,2.6041665,0.0,4.600694,4039.7856
2012-08-09 14:32:00,5.05595,39087.8,2.5665507,0.0,4.5949073,4015.4802
2012-08-09 14:33:00,5.09824,39144.3,2.6388888,0.0,4.973958,4006.3655
2012-08-09 14:34:00,5.07323,39431.2,2.5491898,0.0,5.353009,3995.2256
2012-08-09 14:35:00,5.15251,39395.1,2.5318286,0.0,5.353009,3978.5154
2012-08-09 14:36:00,4.93421,38423.6,2.523148,0.0,5.353009,4017.5056
2012-08-09 14:37:00,4.91263,37879.1,2.5462961,0.0,5.353009,4003.3274
2012-08-09 14:38:00,4.97194,37384.4,2.5607638,0.0,5.353009,3965.8562
2012-08-09 14:39:00,5.03638,38052.5,2.5376158,0.0,5.46875,3919.2708
2012-08-09 14:40:00,4.94953,36234.7,2.5086806,0.0,5.46875,3903.067
2012-08-09 14:41:00,4.68726,35247.9,2.445023,0.0,5.46875,3880.2805
2012-08-09 14:42:00,4.73032,35461.9,2.4623842,0.0,5.46875,3775.9692
2012-08-09 14:43:00,4.61949,33993.2,2.456597,0.0,5.46875,3741.5364
2012-08-09 14:44:00,4.85804,35915.9,2.4652777,0.0,5.4224534,3755.7146
2012-08-09 14:45:00,4.85089,36039.6,2.4421296,0.0,5.4166665,3729.89
2012-08-09 14:46:00,4.99944,37059.9,2.378472,0.0,5.4224534,3754.702
2012-08-09 14:47:00,5.08782,37935.3,2.3466434,0.0,5.4166665,3749.6382
2012-08-09 14:48:00,5.19276,37460.8,2.3234954,0.0,5.245949,3714.699
2012-08-09 14:49:00,4.86601,35362.1,2.300347,0.0,5.0752316,3701.027
2012-08-09 14:50:00,4.91263,36208.2,2.277199,0.0,5.0752316,3715.7117
2012-08-09 14:51:00,4.9562,35737.1,2.2453704,0.0,5.0752316,3696.976
2012-08-09 14:52:00,4.8623,35790.4,2.2685184,0.0,5.0752316,3725.3325
2012-08-09 14:53:00,5.03942,36739.8,2.1817129,0.0,5.0752316,3706.0906
2012-08-09 14:54:00,5.09182,37160.3,2.2135415,0.0,4.9016204,3670.645
2012-08-09 14:55:00,5.2028,37003.2,2.2453704,0.0,4.9016204,3660.0115
2012-08-09 14:56:00,5.06667,35697.6,2.2424767,0.0,4.9016204,3655.9604
2012-08-09 14:57:00,4.9244,34159.4,2.175926,0.0,4.9016204,3636.2122
2012-08-09 14:58:00,4.87327,33462.6,2.1672454,0.0,4.9016204,3671.6577
2012-08-09 14:59:00,5.01889,35010.7,2.1701388,0.0,4.7685184,3602.2856
2012-08-09 15:00:00,5.05876,34966.3,2.115162,0.0,4.7685184,3571.9038
2012-08-09 15:01:00,5.03504,35281.0,2.0949073,0.0,4.7685184,3527.8499
2012-08-09 15:02:00,5.21665,36046.1,2.1122684,0.0,4.7685184,3572.4102
2012-08-09 15:03:00,5.29859,35479.9,2.0746527,0.0,4.7685184,3526.8372
2012-08-09 15:04:00,5.27855,35023.5,2.060185,0.0,4.288194,3517.2163
2012-08-09 15:05:00,5.46021,36178.6,2.0457175,0.0,4.288194,3474.1753
2012-08-09 15:06:00,5.38704,34432.2,2.03125,0.0,4.288194,3455.4397
2012-08-09 15:07:00,5.24805,34433.9,1.9733796,0.0,4.288194,3492.4043
2012-08-09 15:08:00,5.54534,36271.5,1.964699,0.0,4.288194,3520.2544
2012-08-09 15:09:00,5.7849,37181.3,1.9357638,0.0,3.7905092,3493.9233
2012-08-09 15:10:00,6.00842,37744.2,1.9212962,0.0,3.7905092,3510.1272
2012-08-09 15:11:00,6.04542,38113.1,1.9010416,0.0,3.7905092,3516.71
2012-08-09 15:12:00,5.95239,37027.3,1.8836805,0.0,3.7905092,3496.9617
2012-08-09 15:13:00,6.03335,37812.3,1.9068286,0.0,3.7905092,3480.2515
2012-08-09 15:14:00,6.16876,37760.8,1.8836805,0.0,3.3101852,3507.0889
2012-08-09 15:15:00,5.87977,35839.5,1.9241898,0.0,3.3101852,3591.652
2012-08-09 15:16:00,5.93306,35275.4,1.9212962,0.0,3.3101852,3526.3308
2012-08-09 15:17:00,5.85674,34393.8,1.8778934,0.0,3.3101852,3545.0664
2012-08-09 15:18:00,5.84986,34058.5,1.8721064,0.0,3.3101852,3509.6208
2012-08-09 15:19:00,5.97879,34225.9,1.8952546,0.0,3.3912036,3434.1724
2012-08-09 15:20:00,5.7623,32355.1,1.880787,0.0,3.3912036,3461.0098
2012-08-09 15:21:00,5.92114,33963.8,1.8663194,0.0,3.3912036,3483.7961
2012-08-09 15:22:00,5.88887,32094.0,1.8518518,0.0,3.3912036,3449.8696
2012-08-09 15:23:00,5.45592,29053.4,1.8373842,0.0,3.3912036,3452.4014
2012-08-09 15:24:00,5.48085,29437.7,1.8258101,0.0,3.1944444,3458.9841
2012-08-09 15:25:00,5.28706,28230.8,1.8055555,0.0,3.1944444,3471.137
2012-08-09 15:26:00,5.1685,29163.3,1.7910879,0.0,3.1944444,3490.8853
2012-08-09 15:27:00,5.88478,32247.5,1.7766203,0.0,3.1944444,3470.6306
2012-08-09 15:28:00,6.37474,33836.9,1.7650462,0.0,3.1944444,3442.2742
2012-08-09 15:29:00,6.55754,35311.2,1.7708333,0.0,3.125,3465.0605
2012-08-09 15:30:00,6.86391,35655.3,1.7679398,0.0,3.125,3431.134
2012-08-09 15:31:00,6.74204,35346.8,1.7418981,0.0,3.125,3463.0352
2012-08-09 15:32:00,6.64889,34463.1,1.7708333,0.0,3.125,3450.376
2012-08-09 15:33:00,6.44495,33142.4,1.7621527,0.0,3.125,3471.6433
2012-08-09 15:34:00,6.12258,30462.3,1.7824074,0.0,2.9340277,3455.946
2012-08-09 15:35:00,6.18987,30444.3,1.7476851,0.0,2.9340277,3467.0862
2012-08-09 15:36:00,5.89921,29647.3,1.71875,0.0,2.9340277,3474.1753
2012-08-09 15:37:00,6.25598,32479.0,1.7390046,0.0,2.9340277,3463.5415
2012-08-09 15:38:00,6.52937,32053.4,1.7404513,0.0,2.9340277,3459.4905
2012-08-09 15:39:00,6.43656,31769.0,1.7418981,0.0,2.974537,3445.3123
2012-08-09 15:40:00,6.43148,32497.2,1.736111,0.0,2.974537,3457.9714
2012-08-09 15:41:00,6.81121,34747.4,1.7332175,0.0,2.974537,3525.8245
2012-08-09 15:42:00,7.13832,35975.3,1.7129629,0.0,2.974537,3467.0862
2012-08-09 15:43:00,7.13546,35193.7,1.724537,0.0,2.974537,3518.229
2012-08-09 15:44:00,6.58718,32113.3,1.7390046,0.0,2.8993053,3494.4297
2012-08-09 15:45:00,6.23754,30442.7,1.7259837,0.0,2.8993053,3484.3025
2012-08-09 15:46:00,5.89342,28200.6,1.7129629,0.0,2.8993053,3498.4807
2012-08-09 15:47:00,5.56202,26292.6,1.7274305,0.0,2.8993053,3473.6687
2012-08-09 15:48:00,5.97728,28789.3,1.71875,0.0,2.8993053,3483.7961
2012-08-09 15:49:00,6.32996,30852.5,1.7100694,0.0,2.829861,3488.8599
2012-08-09 15:50:00,6.75904,32411.2,1.7332175,0.0,2.829861,3539.4963
2012-08-09 15:51:00,7.03118,33533.2,1.7100694,0.0,2.829861,3514.178
2012-08-09 15:52:00,7.20334,33811.5,1.7129629,0.0,2.829861,3529.8755
2012-08-09 15:53:00,6.95306,31451.3,1.724537,0.0,2.829861,3526.3308
2012-08-09 15:54:00,6.20272,28325.7,1.7274305,0.0,3.1886573,3519.2417
2012-08-09 15:55:00,6.49496,30333.6,1.7332175,0.0,3.1828701,3548.6108
2012-08-09 15:56:00,6.80442,31971.6,1.7274305,0.0,3.2928238,3552.1555
2012-08-09 15:57:00,7.08113,32809.8,1.724537,0.0,3.4027777,3507.5952
2012-08-09 15:58:00,7.40557,34499.3,1.71875,0.0,3.5127313,3522.7864
2012-08-09 15:59:00,7.60158,35571.9,1.7332175,0.0,3.622685,3541.5217
2012-08-09 16:00:00,7.59071,34512.9,1.7100694,0.0,3.622685,3567.8528
2012-08-09 16:01:00,7.46375,35048.1,1.6753472,0.0,3.622685,3565.321
2012-08-09 16:02:00,7.50613,35273.9,1.6782407,0.0,3.622685,3510.1272
2012-08-09 16:03:00,7.67233,34710.5,1.6840277,0.0,3.622685,3515.6973
2012-08-09 16:04:00,7.47613,33774.8,1.6898148,0.0,4.021991,3513.6716
2012-08-09 16:05:00,7.52969,35042.1,1.6956018,0.0,4.021991,3521.267
2012-08-09 16:06:00,7.83822,35689.6,1.6898148,0.0,4.021991,3536.4583
2012-08-09 16:07:00,7.53136,34012.9,1.7042824,0.0,4.021991,3529.3691
2012-08-09 16:08:00,7.59363,35020.8,1.6984953,0.0,4.021991,3479.745
2012-08-09 16:09:00,7.4938,33536.4,1.724537,0.0,3.8020833,3474.6816
2012-08-09 16:10:00,7.48892,33647.7,1.6956018,0.0,3.8020833,3353.1538
2012-08-09 16:11:00,7.48903,34022.3,1.6637731,0.0,3.8020833,3357.2046
2012-08-09 16:12:00,7.77638,35241.3,1.6087962,0.0,3.8020833,3344.5457
2012-08-09 16:13:00,7.99615,36771.9,1.5596064,0.0,3.8020833,3330.3674
2012-08-09 16:14:00,8.33557,37794.9,1.5827546,0.0,3.3912036,3317.7083
2012-08-09 16:15:00,8.4715,38416.7,1.5885416,0.0,3.3912036,3337.963
2012-08-09 16:16:00,8.68165,38819.8,1.568287,0.0,3.3912036,3304.0364
2012-08-09 16:17:00,8.63325,39109.2,1.5335648,0.0,3.3912036,3377.4592
2012-08-09 16:18:00,8.74343,39329.6,1.526331,0.0,3.3912036,3356.6982
2012-08-09 16:19:00,8.7463,39497.4,1.5190972,0.0,2.8125,3346.0647
2012-08-09 16:20:00,8.76361,39622.1,1.5104166,0.0,2.818287,3497.9744
2012-08-09 16:21:00,8.82197,39729.5,1.501736,0.0,2.8125,3440.7551
2012-08-09 16:22:00,8.97389,39823.6,1.5364583,0.0,2.8414352,3443.2869
2012-08-09 16:23:00,9.05516,39908.2,1.574074,0.0,2.8703701,3458.9841
2012-08-09 16:24:00,9.03967,39970.0,1.6030092,0.0,2.8993053,3361.762
2012-08-09 16:25:00,9.17543,40036.4,1.5885416,0.0,2.8993053,3358.2175
2012-08-09 16:26:00,9.22537,40089.0,1.5827546,0.0,2.8993053,3336.95
2012-08-09 16:27:00,9.25342,40145.2,1.5625,0.0,2.8993053,3286.8198
2012-08-09 16:28:00,9.31806,40194.2,1.5393518,0.0,2.8993053,3300.998
2012-08-09 16:29:00,9.41186,40238.3,1.5364583,0.0,2.9050925,3316.189
2012-08-09 16:30:00,9.44387,40290.9,1.5104166,0.0,2.9050925,3226.5623
2012-08-09 16:31:00,9.47847,40345.7,1.4756944,0.0,2.9050925,3253.3997
2012-08-09 16:32:00,9.58232,40393.7,1.4351852,0.0,2.9050925,3204.2822
2012-08-09 16:33:00,9.49286,40437.6,1.417824,0.0,2.9050925,3248.3362
2012-08-09 16:34:00,9.59541,40486.7,1.4149305,0.0,3.2118053,3224.5369
2012-08-09 16:35:00,9.65215,40525.5,1.4293981,0.0,3.2118053,3239.2214
2012-08-09 16:36:00,9.66949,40563.0,1.4004629,0.0,3.2118053,3228.0815
2012-08-09 16:37:00,9.7999,40601.8,1.4076967,0.0,3.2118053,3217.4478
2012-08-09 16:38:00,9.88547,40629.7,1.4149305,0.0,3.2118053,3203.776
2012-08-09 16:39:00,9.81521,40666.0,1.4033564,0.0,3.1539352,3234.6643
2012-08-09 16:40:00,9.94487,40699.8,1.3888888,0.0,3.1539352,3162.254
2012-08-09 16:41:00,9.99564,40722.1,1.3802083,0.0,3.1539352,3145.0374
2012-08-09 16:42:00,9.96159,40744.4,1.3859953,0.0,3.1539352,3145.544
2012-08-09 16:43:00,9.99572,40778.8,1.3512731,0.0,3.1539352,3133.391
2012-08-09 16:44:00,10.2021,40802.6,1.3425926,0.0,3.2638888,3126.8083
2012-08-09 16:45:00,10.294,40819.9,1.328125,0.0,3.2638888,3116.681
2012-08-09 16:46:00,10.3309,40846.4,1.3136574,0.0,3.2638888,3131.3655
2012-08-09 16:47:00,10.34,40875.0,1.2934028,0.0,3.2638888,3069.0825
2012-08-09 16:48:00,10.4017,40901.7,1.3049768,0.0,3.2638888,3018.9524
2012-08-09 16:49:00,10.36,40930.0,1.2847222,0.0,3.2175925,3048.828
2012-08-09 16:50:00,10.5034,40959.8,1.2586805,0.0,3.2175925,3057.4363
2012-08-09 16:51:00,10.5595,40981.9,1.2442129,0.0,3.2175925,3003.7615
2012-08-09 16:52:00,10.6081,41006.2,1.2123842,0.0,3.2175925,3001.2295
2012-08-09 16:53:00,10.6146,41031.4,1.1979166,0.0,3.2175925,2942.9976
2012-08-09 16:54:00,10.7624,41054.8,1.1906829,0.0,3.0439813,2962.2395
2012-08-09 16:55:00,10.9076,41068.2,1.183449,0.0,3.0439813,2991.1023
2012-08-09 16:56:00,10.9456,41082.5,1.1545138,0.0,3.0439813,2967.303
2012-08-09 16:57:00,10.9595,41095.6,1.1313657,0.0,3.0439813,2966.7966
2012-08-09 16:58:00,11.0774,41116.5,1.1487268,0.0,3.0439813,3000.2168
2012-08-09 16:59:00,11.1107,41127.0,1.1545138,0.0,2.8414352,2927.3003
2012-08-09 17:00:00,11.2271,41109.7,1.1603009,0.0,2.8414352,2909.5774
2012-08-09 17:01:00,11.2623,41094.5,1.1400462,0.0,2.8414352,2891.8545
2012-08-09 17:02:00,11.4148,41092.6,1.1024305,0.0,2.8414352,2911.0964
2012-08-09 17:03:00,11.401,41116.2,1.0734954,0.0,2.8414352,2897.4246
2012-08-09 17:04:00,11.4598,41164.3,1.0561342,0.0,2.6446757,2902.9946
2012-08-09 17:05:00,11.619,41218.9,1.0532407,0.0,2.6157405,2861.4727
2012-08-09 17:06:00,11.6201,41279.4,1.0300926,0.0,2.5868053,2865.5237
2012-08-09 17:07:00,11.6922,41337.6,1.015625,0.0,2.5578704,2881.221
2012-08-09 17:08:00,11.8187,41387.9,1.0040509,0.0,2.5289352,2867.0427
2012-08-09 17:09:00,11.905,41430.7,1.009838,0.0,2.5289352,2841.7244
2012-08-09 17:10:00,11.9141,41483.3,0.9953703,0.0,2.5289352,2857.9282
2012-08-09 17:11:00,12.0778,41529.4,0.98379624,0.0,2.5289352,2832.6099
2012-08-09 17:12:00,12.0386,41577.0,0.9693287,0.040509257,2.5289352,2805.266
2012-08-09 17:13:00,12.1593,41623.5,0.9577546,0.03472222,2.3958333,2813.8743
2012-08-09 17:14:00,12.1537,41651.8,0.9403935,0.03761574,2.3958333,2839.699
2012-08-09 17:15:00,12.279,41686.3,0.9172453,0.040509257,2.3958333,2768.3013
2012-08-09 17:16:00,12.3483,41729.1,0.90277773,0.05208333,2.3958333,2792.1006
2012-08-09 17:17:00,12.4663,41756.4,0.9114583,0.0636574,2.3958333,2759.693
2012-08-09 17:18:00,12.5324,41804.6,0.9143518,0.066550925,2.378472,2767.2886
2012-08-09 17:19:00,12.6635,41834.7,0.88831013,0.06944444,2.3726852,2799.1897
2012-08-09 17:20:00,12.7885,41859.4,0.8854166,0.0636574,2.410301,2774.3777
2012-08-09 17:21:00,12.8001,41876.8,0.8825231,0.06944444,2.4479165,2793.6196
2012-08-09 17:22:00,12.8651,41817.0,0.88831013,0.09259259,2.4855323,2788.556
2012-08-09 17:23:00,12.9959,41873.9,0.87094903,0.09837963,2.523148,2754.6294
2012-08-09 17:24:00,13.0626,41943.8,0.8680555,0.09259259,2.523148,2751.5913
2012-08-09 17:25:00,13.1111,41998.3,0.8506944,0.09837963,2.523148,2743.4895
2012-08-09 17:26:00,13.2934,42043.2,0.8304398,0.12442129,2.523148,2795.1387
2012-08-09 17:27:00,13.4086,42077.9,0.8362268,0.15046296,2.523148,2750.5786
2012-08-09 17:28:00,13.4216,42116.7,0.8217592,0.14853394,2.6967592,2753.1104
2012-08-09 17:29:00,13.5274,42145.4,0.8159722,0.14660494,2.6967592,2769.3142
2012-08-09 17:30:00,13.6182,42170.4,0.7986111,0.14467593,2.6967592,2783.9988
2012-08-09 17:31:00,13.7414,42189.8,0.79282403,0.15046296,2.6967592,2763.2378
2012-08-09 17:32:00,13.8882,42203.0,0.8072916,0.18518518,2.6967592,2739.4385
2012-08-09 17:33:00,13.9432,42219.9,0.81018513,0.18229166,2.8935184,2738.4258
2012-08-09 17:34:00,14.0003,42236.3,0.7841435,0.17939815,2.8935184,2769.8206
2012-08-09 17:35:00,14.0878,42251.8,0.7696759,0.18518518,2.8935184,2793.6196
2012-08-09 17:36:00,14.2328,42269.9,0.787037,0.17939815,2.8935184,2764.2505
2012-08-09 17:37:00,14.4054,42288.4,0.78125,0.22569443,2.8935184,2741.9705
2012-08-09 17:38:00,14.5502,42298.8,0.77835643,0.22858796,2.8009257,2743.9958
2012-08-09 17:39:00,14.6331,42307.3,0.7581018,0.23148148,2.8009257,2734.8813
2012-08-09 17:40:00,14.87,42299.6,0.7523148,0.2527006,2.8009257,2715.6394
2012-08-09 17:41:00,14.6881,41543.9,0.7552083,0.27391973,2.8009257,2743.4895
2012-08-09 17:42:00,14.5887,41063.5,0.7378472,0.29513887,2.8009257,2755.6423
2012-08-09 17:43:00,14.7338,41307.2,0.7060185,0.3009259,2.7199073,2753.6167
2012-08-09 17:44:00,14.6728,40736.6,0.7118055,0.2980324,2.7199073,2722.7285
2012-08-09 17:45:00,14.7041,40851.1,0.7175926,0.29513887,2.7199073,2737.413
2012-08-09 17:46:00,15.006,41383.7,0.7233796,0.3327546,2.7199073,2729.3113
2012-08-09 17:47:00,15.4008,41702.1,0.7060185,0.37037036,2.7199073,2735.894
2012-08-09 17:48:00,15.6856,41895.0,0.708912,0.3761574,2.6099536,2757.1614
2012-08-09 17:49:00,15.9045,42005.0,0.7118055,0.37037036,2.6099536,2745.0085
2012-08-09 17:50:00,16.1187,42074.4,0.6857639,0.40509257,2.6099536,2746.0212
2012-08-09 17:51:00,16.2403,42119.0,0.6843171,0.4398148,2.6099536,2739.9448
2012-08-09 17:52:00,16.4492,42153.7,0.6828703,0.47453701,2.6099536,2750.0723
2012-08-09 17:53:00,16.6895,42177.5,0.6712963,0.46874997,2.6157405,2740.4512
2012-08-09 17:54:00,16.8806,42198.2,0.66840273,0.47453701,2.6157405,2746.5276
2012-08-09 17:55:00,17.0921,42005.7,0.66478586,0.4716435,2.6157405,2725.7666
2012-08-09 17:56:00,17.0456,41724.5,0.66116893,0.46874997,2.6157405,2748.0466
2012-08-09 17:57:00,17.2411,41899.4,0.657552,0.5439815,2.6157405,2749.0596
2012-08-09 17:58:00,17.5103,42020.7,0.65393513,0.5324074,2.4942129,2753.1104
2012-08-09 17:59:00,17.7305,42098.7,0.6568287,0.5439815,2.4942129,2771.3396
2012-08-09 18:00:00,17.9733,42153.1,0.6655092,0.5632716,2.4942129,2727.2856
2012-08-09 18:01:00,18.1961,42181.6,0.6510416,0.58256173,2.4942129,2742.4768
2012-08-09 18:02:00,18.3626,42103.6,0.6336805,0.6018518,2.4942129,2746.0212
2012-08-09 18:03:00,18.5783,42072.1,0.6293403,0.6192129,2.1817129,2742.4768
2012-08-09 18:04:00,18.6857,42123.5,0.625,0.63657403,2.1817129,2736.4004
2012-08-09 18:05:00,18.9678,42159.9,0.63657403,0.6336805,2.1817129,2738.4258
2012-08-09 18:06:00,19.1516,42184.6,0.6336805,0.630787,2.1817129,2763.7441
2012-08-09 18:07:00,19.4662,42204.4,0.62210643,0.7175926,2.1817129,2752.604
2012-08-09 18:08:00,19.7239,42217.3,0.6105324,0.7523148,1.8171296,2735.3877
2012-08-09 18:09:00,20.0949,42218.4,0.62210643,0.75038576,1.8171296,2741.9705
2012-08-09 18:10:00,20.4024,42227.0,0.5989583,0.7484568,1.8171296,2672.5981
2012-08-09 18:11:00,20.4817,42164.9,0.5844907,0.74652773,1.8171296,2699.942
2012-08-09 18:12:00,19.691,40073.6,0.5700231,0.8622685,1.8171296,2713.6138
2012-08-09 18:13:00,19.7478,40569.4,0.5758102,0.8584105,1.5277777,2723.7412
2012-08-09 18:14:00,20.4527,41190.0,0.5700231,0.85455245,1.5277777,2687.283
2012-08-09 18:15:00,21.1545,41555.1,0.552662,0.8506944,1.5277777,2686.7766
2012-08-09 18:16:00,21.5205,41783.1,0.5497685,0.8680555,1.5277777,2691.3337
2012-08-09 18:17:00,21.7474,41694.2,0.546875,0.9780092,1.5277777,2695.891
2012-08-09 18:18:00,21.8746,41705.1,0.5266203,0.9780092,1.423611,2686.7766
2012-08-09 18:19:00,22.2186,41836.4,0.5381944,0.9780092,1.4293981,2665.509
2012-08-09 18:20:00,22.517,41959.0,0.5208333,0.9780092,1.423611,2670.5728
2012-08-09 18:21:00,22.9538,42036.7,0.516493,0.9780092,1.4293981,2641.2036
2012-08-09 18:22:00,23.1737,42080.8,0.51215273,1.1516204,1.423611,2659.4329
2012-08-09 18:23:00,23.542,42107.7,0.5208333,1.1487268,1.574074,2642.7227
2012-08-09 18:24:00,23.859,42127.1,0.5063657,1.1458333,1.574074,2665.0027
